Viral_genome,libid,salmonQuantCounts
NC_039199.1,lib97319,0
NC_039199.1,lib97320,0
NC_039199.1,lib97321,0
NC_039199.1,lib97322,0
NC_039199.1,lib97323,0
NC_039199.1,lib97324,0
NC_039199.1,lib97325,0
NC_039199.1,lib97326,0
NC_039199.1,lib97327,0
NC_039199.1,lib97328,0
NC_039199.1,lib97329,0
NC_039199.1,lib97330,0
NC_039199.1,lib97331,0
NC_039199.1,lib97332,0
NC_039199.1,lib97333,0
NC_039199.1,lib97334,0
NC_039199.1,lib97335,0
NC_039199.1,lib97336,0
NC_039199.1,lib97337,0
NC_039199.1,lib97338,0
NC_039199.1,lib97339,0
NC_039199.1,lib97340,0
NC_039199.1,lib97341,0
NC_039199.1,lib97342,0
NC_039199.1,lib97343,0
NC_039199.1,lib97344,0
NC_039199.1,lib97345,0
NC_039199.1,lib97346,0
NC_039199.1,lib97347,0
NC_039199.1,lib97348,0
NC_039199.1,lib97349,0
NC_039199.1,lib97350,0
NC_039199.1,lib97351,0
NC_039199.1,lib97352,0
NC_039199.1,lib97353,0
NC_039199.1,lib97354,0
NC_039199.1,lib97355,0
NC_039199.1,lib97356,0
NC_039199.1,lib97357,0
NC_039199.1,lib97358,0
NC_039199.1,lib97359,0
NC_039199.1,lib97360,0
NC_039199.1,lib97361,0
NC_039199.1,lib97362,0
NC_039199.1,lib97363,0
NC_039199.1,lib95467,0
NC_039199.1,lib95468,0
NC_039199.1,lib95469,0
NC_039199.1,lib95470,0
NC_039199.1,lib95471,0
NC_039199.1,lib95472,0
NC_039199.1,lib95473,0
NC_039199.1,lib95474,0
NC_039199.1,lib95475,0
NC_039199.1,lib95476,0
NC_039199.1,lib95477,0
NC_039199.1,lib95478,0
NC_039199.1,lib95479,0
NC_039199.1,lib95480,0
NC_039199.1,lib95481,0
NC_039199.1,lib95482,0
NC_039199.1,lib95483,0
NC_039199.1,lib95484,0
NC_039199.1,lib95485,0
NC_039199.1,lib95486,0
NC_039199.1,lib95487,0
NC_039199.1,lib95488,0
NC_039199.1,lib95489,0
NC_039199.1,lib95490,0
NC_039199.1,lib95491,0
NC_039199.1,lib95492,0
NC_039199.1,lib95493,0
NC_039199.1,lib95494,0
NC_039199.1,lib95495,0
NC_039199.1,lib95496,0
NC_039199.1,lib95497,0
NC_039199.1,lib95498,0
NC_039199.1,lib95499,0
NC_039199.1,lib95500,0
NC_039199.1,lib95501,0
NC_039199.1,lib95502,0
NC_039199.1,lib95503,0
NC_039199.1,lib95504,0
NC_039199.1,lib95505,0
NC_039199.1,lib95506,0
NC_039199.1,lib95507,0
NC_039199.1,lib95508,0
NC_039199.1,lib95509,0
NC_039199.1,lib95510,0
NC_039199.1,lib95511,0
NC_039199.1,lib95512,0
NC_039199.1,lib95513,0
NC_039199.1,lib95514,0
NC_039199.1,lib95515,0
NC_039199.1,lib95516,0
NC_039199.1,lib95517,0
NC_039199.1,lib95518,0
NC_039199.1,lib95519,0
NC_039199.1,lib95520,0
NC_039199.1,lib95521,0
NC_039199.1,lib95522,0
NC_039199.1,lib95523,0
NC_039199.1,lib95524,0
NC_039199.1,lib95525,0
NC_039199.1,lib95526,0
NC_039199.1,lib95527,0
NC_039199.1,lib95528,0
NC_039199.1,lib95529,0
NC_039199.1,lib95530,0
NC_039199.1,lib95531,0
J01917.1,lib97312,0
J01917.1,lib97313,0
J01917.1,lib97314,0
J01917.1,lib97315,0
J01917.1,lib97316,0
J01917.1,lib97317,0
J01917.1,lib97318,0
J01917.1,lib97319,0
J01917.1,lib97320,0
J01917.1,lib97321,0
J01917.1,lib97322,0
J01917.1,lib97323,0
J01917.1,lib97324,0
J01917.1,lib97325,0
J01917.1,lib97326,0
J01917.1,lib97327,0
J01917.1,lib97328,0
J01917.1,lib97329,0
J01917.1,lib97330,0
J01917.1,lib97331,0
J01917.1,lib97332,0
J01917.1,lib97333,0
J01917.1,lib97334,0
J01917.1,lib97335,0
J01917.1,lib97336,0
J01917.1,lib97337,0
J01917.1,lib97338,0
J01917.1,lib97339,0
J01917.1,lib97340,0
J01917.1,lib97341,0
J01917.1,lib97342,0
J01917.1,lib97343,0
J01917.1,lib97344,0
J01917.1,lib97345,0
J01917.1,lib97346,0
J01917.1,lib97347,0
J01917.1,lib97348,0
J01917.1,lib97349,0
J01917.1,lib97350,0
J01917.1,lib97351,0
J01917.1,lib97352,0
J01917.1,lib97353,0
J01917.1,lib97354,0
J01917.1,lib97355,0
J01917.1,lib97356,0
J01917.1,lib97357,0
J01917.1,lib97358,0
J01917.1,lib97359,0
J01917.1,lib97360,0
J01917.1,lib97361,0
J01917.1,lib97362,0
J01917.1,lib97363,0
J01917.1,lib95467,0
J01917.1,lib95468,0
J01917.1,lib95469,0
J01917.1,lib95470,0
J01917.1,lib95471,0
J01917.1,lib95472,0
J01917.1,lib95473,0
J01917.1,lib95474,0
J01917.1,lib95475,0
J01917.1,lib95476,0
J01917.1,lib95477,0
J01917.1,lib95478,0
J01917.1,lib95479,0
J01917.1,lib95480,0
J01917.1,lib95481,0
J01917.1,lib95482,0
J01917.1,lib95483,0
J01917.1,lib95484,0
J01917.1,lib95485,0
J01917.1,lib95486,0
J01917.1,lib95487,0
J01917.1,lib95488,0
J01917.1,lib95489,0
J01917.1,lib95490,0
J01917.1,lib95491,0
J01917.1,lib95492,0
J01917.1,lib95493,0
J01917.1,lib95494,0
J01917.1,lib95495,0
J01917.1,lib95496,0
J01917.1,lib95497,0
J01917.1,lib95498,0
J01917.1,lib95499,0
J01917.1,lib95500,0
J01917.1,lib95501,0
J01917.1,lib95502,0
J01917.1,lib95503,0
J01917.1,lib95504,0
J01917.1,lib95505,0
J01917.1,lib95506,0
J01917.1,lib95507,0
J01917.1,lib95508,0
J01917.1,lib95509,0
J01917.1,lib95510,0
J01917.1,lib95511,0
J01917.1,lib95512,0
J01917.1,lib95513,0
J01917.1,lib95514,0
J01917.1,lib95515,0
J01917.1,lib95516,0
J01917.1,lib95517,0
J01917.1,lib95518,0
J01917.1,lib95519,0
J01917.1,lib95520,0
J01917.1,lib95521,0
J01917.1,lib95522,0
J01917.1,lib95523,0
J01917.1,lib95524,0
J01917.1,lib95525,0
J01917.1,lib95526,0
J01917.1,lib95527,0
J01917.1,lib95528,0
J01917.1,lib95529,0
J01917.1,lib95530,0
J01917.1,lib95531,0
MF374982.1,lib97312,0
MF374982.1,lib97313,0
MF374982.1,lib97314,0
MF374982.1,lib97315,0
MF374982.1,lib97316,0
MF374982.1,lib97317,0
MF374982.1,lib97318,0
MF374982.1,lib97319,0
MF374982.1,lib97320,0
MF374982.1,lib97321,0
MF374982.1,lib97322,0
MF374982.1,lib97323,0
MF374982.1,lib97324,0
MF374982.1,lib97325,0
MF374982.1,lib97326,0
MF374982.1,lib97327,0
MF374982.1,lib97328,0
MF374982.1,lib97329,0
MF374982.1,lib97330,0
MF374982.1,lib97331,0
MF374982.1,lib97332,0
MF374982.1,lib97333,0
MF374982.1,lib97334,0
MF374982.1,lib97335,0
MF374982.1,lib97336,0
MF374982.1,lib97337,0
MF374982.1,lib97338,0
MF374982.1,lib97339,0
MF374982.1,lib97340,0
MF374982.1,lib97341,0
MF374982.1,lib97342,0
MF374982.1,lib97343,0
MF374982.1,lib97344,0
MF374982.1,lib97345,0
MF374982.1,lib97346,0
MF374982.1,lib97347,0
MF374982.1,lib97348,0
MF374982.1,lib97349,0
MF374982.1,lib97350,0
MF374982.1,lib97351,0
MF374982.1,lib97352,0
MF374982.1,lib97353,0
MF374982.1,lib97354,0
MF374982.1,lib97355,0
MF374982.1,lib97356,0
MF374982.1,lib97357,0
MF374982.1,lib97358,0
MF374982.1,lib97359,0
MF374982.1,lib97360,0
MF374982.1,lib97361,0
MF374982.1,lib97362,0
MF374982.1,lib97363,0
MF374982.1,lib95467,0
MF374982.1,lib95468,0
MF374982.1,lib95469,0
MF374982.1,lib95470,0
MF374982.1,lib95471,0
MF374982.1,lib95472,0
MF374982.1,lib95473,0
MF374982.1,lib95474,0
MF374982.1,lib95475,0
MF374982.1,lib95476,0
MF374982.1,lib95477,0
MF374982.1,lib95478,0
MF374982.1,lib95479,0
MF374982.1,lib95480,0
MF374982.1,lib95481,0
MF374982.1,lib95482,0
MF374982.1,lib95483,0
MF374982.1,lib95484,0
MF374982.1,lib95485,0
MF374982.1,lib95486,0
MF374982.1,lib95487,0
MF374982.1,lib95488,0
MF374982.1,lib95489,0
MF374982.1,lib95490,0
MF374982.1,lib95491,0
MF374982.1,lib95492,0
MF374982.1,lib95493,0
MF374982.1,lib95494,0
MF374982.1,lib95495,0
MF374982.1,lib95496,0
MF374982.1,lib95497,0
MF374982.1,lib95498,0
MF374982.1,lib95499,0
MF374982.1,lib95500,0
MF374982.1,lib95501,0
MF374982.1,lib95502,0
MF374982.1,lib95503,0
MF374982.1,lib95504,0
MF374982.1,lib95505,0
MF374982.1,lib95506,0
MF374982.1,lib95507,0
MF374982.1,lib95508,0
MF374982.1,lib95509,0
MF374982.1,lib95510,0
MF374982.1,lib95511,0
MF374982.1,lib95512,0
MF374982.1,lib95513,0
MF374982.1,lib95514,0
MF374982.1,lib95515,0
MF374982.1,lib95516,0
MF374982.1,lib95517,0
MF374982.1,lib95518,0
MF374982.1,lib95519,0
MF374982.1,lib95520,0
MF374982.1,lib95521,0
MF374982.1,lib95522,0
MF374982.1,lib95523,0
MF374982.1,lib95524,0
MF374982.1,lib95525,0
MF374982.1,lib95526,0
MF374982.1,lib95527,0
MF374982.1,lib95528,0
MF374982.1,lib95529,0
MF374982.1,lib95530,0
MF374982.1,lib95531,0
MT797634.1,lib97312,0
MT797634.1,lib97313,0
MT797634.1,lib97314,0
MT797634.1,lib97315,0
MT797634.1,lib97316,0
MT797634.1,lib97317,0
MT797634.1,lib97318,0
MT797634.1,lib97319,0
MT797634.1,lib97320,0
MT797634.1,lib97321,0
MT797634.1,lib97322,0
MT797634.1,lib97323,0
MT797634.1,lib97324,0
MT797634.1,lib97325,0
MT797634.1,lib97326,0
MT797634.1,lib97327,0
MT797634.1,lib97328,0
MT797634.1,lib97329,0
MT797634.1,lib97330,0
MT797634.1,lib97331,0
MT797634.1,lib97332,0
MT797634.1,lib97333,0
MT797634.1,lib97334,0
MT797634.1,lib97335,0
MT797634.1,lib97336,0
MT797634.1,lib97337,0
MT797634.1,lib97338,0
MT797634.1,lib97339,0
MT797634.1,lib97340,0
MT797634.1,lib97341,0
MT797634.1,lib97342,0
MT797634.1,lib97343,0
MT797634.1,lib97344,0
MT797634.1,lib97345,0
MT797634.1,lib97346,0
MT797634.1,lib97347,0
MT797634.1,lib97348,0
MT797634.1,lib97349,0
MT797634.1,lib97350,0
MT797634.1,lib97351,0
MT797634.1,lib97352,0
MT797634.1,lib97353,0
MT797634.1,lib97354,0
MT797634.1,lib97355,0
MT797634.1,lib97356,0
MT797634.1,lib97357,0
MT797634.1,lib97358,0
MT797634.1,lib97359,0
MT797634.1,lib97360,0
MT797634.1,lib97361,0
MT797634.1,lib97362,0
MT797634.1,lib97363,0
MT797634.1,lib95467,0
MT797634.1,lib95468,0
MT797634.1,lib95469,0
MT797634.1,lib95470,0
MT797634.1,lib95471,0
MT797634.1,lib95472,0
MT797634.1,lib95473,0
MT797634.1,lib95474,0
MT797634.1,lib95475,0
MT797634.1,lib95476,0
MT797634.1,lib95477,0
MT797634.1,lib95478,0
MT797634.1,lib95479,0
MT797634.1,lib95480,0
MT797634.1,lib95481,0
MT797634.1,lib95482,0
MT797634.1,lib95483,0
MT797634.1,lib95484,0
MT797634.1,lib95485,0
MT797634.1,lib95486,0
MT797634.1,lib95487,0
MT797634.1,lib95488,0
MT797634.1,lib95489,0
MT797634.1,lib95490,0
MT797634.1,lib95491,0
MT797634.1,lib95492,0
MT797634.1,lib95493,0
MT797634.1,lib95494,0
MT797634.1,lib95495,0
MT797634.1,lib95496,0
MT797634.1,lib95497,0
MT797634.1,lib95498,0
MT797634.1,lib95499,0
MT797634.1,lib95500,0
MT797634.1,lib95501,0
MT797634.1,lib95502,0
MT797634.1,lib95503,0
MT797634.1,lib95504,0
MT797634.1,lib95505,0
MT797634.1,lib95506,0
MT797634.1,lib95507,0
MT797634.1,lib95508,0
MT797634.1,lib95509,0
MT797634.1,lib95510,0
MT797634.1,lib95511,0
MT797634.1,lib95512,0
MT797634.1,lib95513,0
MT797634.1,lib95514,0
MT797634.1,lib95515,0
MT797634.1,lib95516,0
MT797634.1,lib95517,0
MT797634.1,lib95518,0
MT797634.1,lib95519,0
MT797634.1,lib95520,0
MT797634.1,lib95521,0
MT797634.1,lib95522,0
MT797634.1,lib95523,0
MT797634.1,lib95524,0
MT797634.1,lib95525,0
MT797634.1,lib95526,0
MT797634.1,lib95527,0
MT797634.1,lib95528,0
MT797634.1,lib95529,0
MT797634.1,lib95530,0
MT797634.1,lib95531,0
NC_006577.2,lib97312,0
NC_006577.2,lib97313,0
NC_006577.2,lib97314,0
NC_006577.2,lib97315,0
NC_006577.2,lib97316,0
NC_006577.2,lib97317,0
NC_006577.2,lib97318,0
NC_006577.2,lib97319,0
NC_006577.2,lib97320,0
NC_006577.2,lib97321,0
NC_006577.2,lib97322,0
NC_006577.2,lib97323,0
NC_006577.2,lib97324,0
NC_006577.2,lib97325,0
NC_006577.2,lib97326,0
NC_006577.2,lib97327,0
NC_006577.2,lib97328,0
NC_006577.2,lib97329,0
NC_006577.2,lib97330,0
NC_006577.2,lib97331,0
NC_006577.2,lib97332,0
NC_006577.2,lib97333,0
NC_006577.2,lib97334,0
NC_006577.2,lib97335,0
NC_006577.2,lib97336,0
NC_006577.2,lib97337,0
NC_006577.2,lib97338,0
NC_006577.2,lib97339,0
NC_006577.2,lib97340,0
NC_006577.2,lib97341,0
NC_006577.2,lib97342,0
NC_006577.2,lib97343,0
NC_006577.2,lib97344,0
NC_006577.2,lib97345,0
NC_006577.2,lib97346,0
NC_006577.2,lib97347,0
NC_006577.2,lib97348,0
NC_006577.2,lib97349,0
NC_006577.2,lib97350,0
NC_006577.2,lib97351,0
NC_006577.2,lib97352,0
NC_006577.2,lib97353,0
NC_006577.2,lib97354,0
NC_006577.2,lib97355,0
NC_006577.2,lib97356,0
NC_006577.2,lib97357,0
NC_006577.2,lib97358,0
NC_006577.2,lib97359,0
NC_006577.2,lib97360,0
NC_006577.2,lib97361,0
NC_006577.2,lib97362,0
NC_006577.2,lib97363,0
NC_006577.2,lib95467,0
NC_006577.2,lib95468,0
NC_006577.2,lib95469,0
NC_006577.2,lib95470,0
NC_006577.2,lib95471,0
NC_006577.2,lib95472,0
NC_006577.2,lib95473,0
NC_006577.2,lib95474,0
NC_006577.2,lib95475,0
NC_006577.2,lib95476,0
NC_006577.2,lib95477,0
NC_006577.2,lib95478,0
NC_006577.2,lib95479,0
NC_006577.2,lib95480,0
NC_006577.2,lib95481,0
NC_006577.2,lib95482,0
NC_006577.2,lib95483,0
NC_006577.2,lib95484,0
NC_006577.2,lib95485,0
NC_006577.2,lib95486,0
NC_006577.2,lib95487,0
NC_006577.2,lib95488,0
NC_006577.2,lib95489,0
NC_006577.2,lib95490,0
NC_006577.2,lib95491,0
NC_006577.2,lib95492,0
NC_006577.2,lib95493,0
NC_006577.2,lib95494,0
NC_006577.2,lib95495,0
NC_006577.2,lib95496,0
NC_006577.2,lib95497,0
NC_006577.2,lib95498,0
NC_006577.2,lib95499,0
NC_006577.2,lib95500,0
NC_006577.2,lib95501,0
NC_006577.2,lib95502,0
NC_006577.2,lib95503,0
NC_006577.2,lib95504,0
NC_006577.2,lib95505,0
NC_006577.2,lib95506,0
NC_006577.2,lib95507,0
NC_006577.2,lib95508,0
NC_006577.2,lib95509,0
NC_006577.2,lib95510,0
NC_006577.2,lib95511,0
NC_006577.2,lib95512,0
NC_006577.2,lib95513,0
NC_006577.2,lib95514,0
NC_006577.2,lib95515,0
NC_006577.2,lib95516,0
NC_006577.2,lib95517,0
NC_006577.2,lib95518,0
NC_006577.2,lib95519,0
NC_006577.2,lib95520,0
NC_006577.2,lib95521,0
NC_006577.2,lib95522,0
NC_006577.2,lib95523,0
NC_006577.2,lib95524,0
NC_006577.2,lib95525,0
NC_006577.2,lib95526,0
NC_006577.2,lib95527,0
NC_006577.2,lib95528,0
NC_006577.2,lib95529,0
NC_006577.2,lib95530,0
NC_006577.2,lib95531,0
NC_005831.2,lib97312,0
NC_005831.2,lib97313,0
NC_005831.2,lib97314,0
NC_005831.2,lib97315,0
NC_005831.2,lib97316,0
NC_005831.2,lib97317,0
NC_005831.2,lib97318,0
NC_005831.2,lib97319,0
NC_005831.2,lib97320,0
NC_005831.2,lib97321,0
NC_005831.2,lib97322,0
NC_005831.2,lib97323,0
NC_005831.2,lib97324,0
NC_005831.2,lib97325,0
NC_005831.2,lib97326,0
NC_005831.2,lib97327,0
NC_005831.2,lib97328,0
NC_005831.2,lib97329,0
NC_005831.2,lib97330,0
NC_005831.2,lib97331,0
NC_005831.2,lib97332,0
NC_005831.2,lib97333,0
NC_005831.2,lib97334,0
NC_005831.2,lib97335,0
NC_005831.2,lib97336,0
NC_005831.2,lib97337,0
NC_005831.2,lib97338,0
NC_005831.2,lib97339,0
NC_005831.2,lib97340,0
NC_005831.2,lib97341,0
NC_005831.2,lib97342,0
NC_005831.2,lib97343,0
NC_005831.2,lib97344,0
NC_005831.2,lib97345,0
NC_005831.2,lib97346,0
NC_005831.2,lib97347,0
NC_005831.2,lib97348,0
NC_005831.2,lib97349,0
NC_005831.2,lib97350,0
NC_005831.2,lib97351,0
NC_005831.2,lib97352,0
NC_005831.2,lib97353,0
NC_005831.2,lib97354,0
NC_005831.2,lib97355,0
NC_005831.2,lib97356,0
NC_005831.2,lib97357,0
NC_005831.2,lib97358,0
NC_005831.2,lib97359,0
NC_005831.2,lib97360,0
NC_005831.2,lib97361,0
NC_005831.2,lib97362,0
NC_005831.2,lib97363,0
NC_005831.2,lib95467,0
NC_005831.2,lib95468,0
NC_005831.2,lib95469,0
NC_005831.2,lib95470,0
NC_005831.2,lib95471,0
NC_005831.2,lib95472,0
NC_005831.2,lib95473,0
NC_005831.2,lib95474,0
NC_005831.2,lib95475,0
NC_005831.2,lib95476,0
NC_005831.2,lib95477,0
NC_005831.2,lib95478,0
NC_005831.2,lib95479,0
NC_005831.2,lib95480,0
NC_005831.2,lib95481,0
NC_005831.2,lib95482,0
NC_005831.2,lib95483,0
NC_005831.2,lib95484,0
NC_005831.2,lib95485,0
NC_005831.2,lib95486,0
NC_005831.2,lib95487,0
NC_005831.2,lib95488,0
NC_005831.2,lib95489,0
NC_005831.2,lib95490,0
NC_005831.2,lib95491,0
NC_005831.2,lib95492,0
NC_005831.2,lib95493,0
NC_005831.2,lib95494,0
NC_005831.2,lib95495,0
NC_005831.2,lib95496,0
NC_005831.2,lib95497,0
NC_005831.2,lib95498,0
NC_005831.2,lib95499,0
NC_005831.2,lib95500,0
NC_005831.2,lib95501,0
NC_005831.2,lib95502,0
NC_005831.2,lib95503,0
NC_005831.2,lib95504,0
NC_005831.2,lib95505,0
NC_005831.2,lib95506,0
NC_005831.2,lib95507,0
NC_005831.2,lib95508,0
NC_005831.2,lib95509,0
NC_005831.2,lib95510,0
NC_005831.2,lib95511,0
NC_005831.2,lib95512,0
NC_005831.2,lib95513,0
NC_005831.2,lib95514,0
NC_005831.2,lib95515,0
NC_005831.2,lib95516,0
NC_005831.2,lib95517,0
NC_005831.2,lib95518,0
NC_005831.2,lib95519,0
NC_005831.2,lib95520,0
NC_005831.2,lib95521,0
NC_005831.2,lib95522,0
NC_005831.2,lib95523,0
NC_005831.2,lib95524,0
NC_005831.2,lib95525,0
NC_005831.2,lib95526,0
NC_005831.2,lib95527,0
NC_005831.2,lib95528,0
NC_005831.2,lib95529,0
NC_005831.2,lib95530,0
NC_005831.2,lib95531,0
AY391777.1,lib97312,0
AY391777.1,lib97313,0
AY391777.1,lib97314,0
AY391777.1,lib97315,0
AY391777.1,lib97316,0
AY391777.1,lib97317,0
AY391777.1,lib97318,0
AY391777.1,lib97319,0
AY391777.1,lib97320,0
AY391777.1,lib97321,0
AY391777.1,lib97322,0
AY391777.1,lib97323,0
AY391777.1,lib97324,0
AY391777.1,lib97325,0
AY391777.1,lib97326,0
AY391777.1,lib97327,0
AY391777.1,lib97328,0
AY391777.1,lib97329,0
AY391777.1,lib97330,0
AY391777.1,lib97331,0
AY391777.1,lib97332,0
AY391777.1,lib97333,0
AY391777.1,lib97334,0
AY391777.1,lib97335,0
AY391777.1,lib97336,0
AY391777.1,lib97337,0
AY391777.1,lib97338,0
AY391777.1,lib97339,0
AY391777.1,lib97340,0
AY391777.1,lib97341,0
AY391777.1,lib97342,0
AY391777.1,lib97343,0
AY391777.1,lib97344,0
AY391777.1,lib97345,0
AY391777.1,lib97346,0
AY391777.1,lib97347,0
AY391777.1,lib97348,0
AY391777.1,lib97349,0
AY391777.1,lib97350,0
AY391777.1,lib97351,0
AY391777.1,lib97352,0
AY391777.1,lib97353,0
AY391777.1,lib97354,0
AY391777.1,lib97355,0
AY391777.1,lib97356,0
AY391777.1,lib97357,0
AY391777.1,lib97358,0
AY391777.1,lib97359,0
AY391777.1,lib97360,0
AY391777.1,lib97361,0
AY391777.1,lib97362,0
AY391777.1,lib97363,0
AY391777.1,lib95467,0
AY391777.1,lib95468,0
AY391777.1,lib95469,0
AY391777.1,lib95470,0
AY391777.1,lib95471,0
AY391777.1,lib95472,0
AY391777.1,lib95473,0
AY391777.1,lib95474,0
AY391777.1,lib95475,0
AY391777.1,lib95476,0
AY391777.1,lib95477,0
AY391777.1,lib95478,0
AY391777.1,lib95479,0
AY391777.1,lib95480,0
AY391777.1,lib95481,0
AY391777.1,lib95482,0
AY391777.1,lib95483,0
AY391777.1,lib95484,0
AY391777.1,lib95485,0
AY391777.1,lib95486,0
AY391777.1,lib95487,0
AY391777.1,lib95488,0
AY391777.1,lib95489,0
AY391777.1,lib95490,0
AY391777.1,lib95491,0
AY391777.1,lib95492,0
AY391777.1,lib95493,0
AY391777.1,lib95494,0
AY391777.1,lib95495,0
AY391777.1,lib95496,0
AY391777.1,lib95497,0
AY391777.1,lib95498,0
AY391777.1,lib95499,0
AY391777.1,lib95500,0
AY391777.1,lib95501,0
AY391777.1,lib95502,0
AY391777.1,lib95503,0
AY391777.1,lib95504,0
AY391777.1,lib95505,0
AY391777.1,lib95506,0
AY391777.1,lib95507,0
AY391777.1,lib95508,0
AY391777.1,lib95509,0
AY391777.1,lib95510,0
AY391777.1,lib95511,0
AY391777.1,lib95512,0
AY391777.1,lib95513,0
AY391777.1,lib95514,0
AY391777.1,lib95515,0
AY391777.1,lib95516,0
AY391777.1,lib95517,0
AY391777.1,lib95518,0
AY391777.1,lib95519,0
AY391777.1,lib95520,0
AY391777.1,lib95521,0
AY391777.1,lib95522,0
AY391777.1,lib95523,0
AY391777.1,lib95524,0
AY391777.1,lib95525,0
AY391777.1,lib95526,0
AY391777.1,lib95527,0
AY391777.1,lib95528,0
AY391777.1,lib95529,0
AY391777.1,lib95530,0
AY391777.1,lib95531,0
NC_045512.2,lib97312,0
NC_045512.2,lib97313,0
NC_045512.2,lib97314,0
NC_045512.2,lib97315,0
NC_045512.2,lib97316,0
NC_045512.2,lib97317,0
NC_045512.2,lib97318,0
NC_045512.2,lib97319,0
NC_045512.2,lib97320,0
NC_045512.2,lib97321,0
NC_045512.2,lib97322,0
NC_045512.2,lib97323,0
NC_045512.2,lib97324,0
NC_045512.2,lib97325,0
NC_045512.2,lib97326,0
NC_045512.2,lib97327,0
NC_045512.2,lib97328,0
NC_045512.2,lib97329,0
NC_045512.2,lib97330,0
NC_045512.2,lib97331,0
NC_045512.2,lib97332,0
NC_045512.2,lib97333,0
NC_045512.2,lib97334,0
NC_045512.2,lib97335,0
NC_045512.2,lib97336,0
NC_045512.2,lib97337,0
NC_045512.2,lib97338,0
NC_045512.2,lib97339,0
NC_045512.2,lib97340,0
NC_045512.2,lib97341,0
NC_045512.2,lib97342,0
NC_045512.2,lib97343,0
NC_045512.2,lib97344,0
NC_045512.2,lib97345,0
NC_045512.2,lib97346,0
NC_045512.2,lib97347,0
NC_045512.2,lib97348,0
NC_045512.2,lib97349,0
NC_045512.2,lib97350,0
NC_045512.2,lib97351,0
NC_045512.2,lib97352,0
NC_045512.2,lib97353,0
NC_045512.2,lib97354,0
NC_045512.2,lib97355,0
NC_045512.2,lib97356,0
NC_045512.2,lib97357,0
NC_045512.2,lib97358,0
NC_045512.2,lib97359,0
NC_045512.2,lib97360,0
NC_045512.2,lib97361,0
NC_045512.2,lib97362,0
NC_045512.2,lib97363,0
NC_045512.2,lib95467,0
NC_045512.2,lib95468,0
NC_045512.2,lib95469,0
NC_045512.2,lib95470,0
NC_045512.2,lib95471,0
NC_045512.2,lib95472,0
NC_045512.2,lib95473,0
NC_045512.2,lib95474,0
NC_045512.2,lib95475,0
NC_045512.2,lib95476,0
NC_045512.2,lib95477,0
NC_045512.2,lib95478,0
NC_045512.2,lib95479,0
NC_045512.2,lib95480,0
NC_045512.2,lib95481,0
NC_045512.2,lib95482,0
NC_045512.2,lib95483,3
NC_045512.2,lib95484,0
NC_045512.2,lib95485,0
NC_045512.2,lib95486,0
NC_045512.2,lib95487,0
NC_045512.2,lib95488,0
NC_045512.2,lib95489,0
NC_045512.2,lib95490,0
NC_045512.2,lib95491,0
NC_045512.2,lib95492,0
NC_045512.2,lib95493,0
NC_045512.2,lib95494,0
NC_045512.2,lib95495,0
NC_045512.2,lib95496,0
NC_045512.2,lib95497,0
NC_045512.2,lib95498,0
NC_045512.2,lib95499,0
NC_045512.2,lib95500,0
NC_045512.2,lib95501,0
NC_045512.2,lib95502,0
NC_045512.2,lib95503,0
NC_045512.2,lib95504,0
NC_045512.2,lib95505,0
NC_045512.2,lib95506,0
NC_045512.2,lib95507,0
NC_045512.2,lib95508,0
NC_045512.2,lib95509,0
NC_045512.2,lib95510,0
NC_045512.2,lib95511,0
NC_045512.2,lib95512,0
NC_045512.2,lib95513,0
NC_045512.2,lib95514,0
NC_045512.2,lib95515,0
NC_045512.2,lib95516,0
NC_045512.2,lib95517,0
NC_045512.2,lib95518,0
NC_045512.2,lib95519,0
NC_045512.2,lib95520,0
NC_045512.2,lib95521,0
NC_045512.2,lib95522,0
NC_045512.2,lib95523,0
NC_045512.2,lib95524,0
NC_045512.2,lib95525,0
NC_045512.2,lib95526,0
NC_045512.2,lib95527,0
NC_045512.2,lib95528,0
NC_045512.2,lib95529,0
NC_045512.2,lib95530,0
NC_045512.2,lib95531,0
NC_038306.1,lib97312,0
NC_038306.1,lib97313,0
NC_038306.1,lib97314,0
NC_038306.1,lib97315,0
NC_038306.1,lib97316,0
NC_038306.1,lib97317,0
NC_038306.1,lib97318,0
NC_038306.1,lib97319,0
NC_038306.1,lib97320,0
NC_038306.1,lib97321,0
NC_038306.1,lib97322,0
NC_038306.1,lib97323,0
NC_038306.1,lib97324,0
NC_038306.1,lib97325,0
NC_038306.1,lib97326,0
NC_038306.1,lib97327,0
NC_038306.1,lib97328,0
NC_038306.1,lib97329,0
NC_038306.1,lib97330,0
NC_038306.1,lib97331,0
NC_038306.1,lib97332,0
NC_038306.1,lib97333,0
NC_038306.1,lib97334,0
NC_038306.1,lib97335,0
NC_038306.1,lib97336,0
NC_038306.1,lib97337,0
NC_038306.1,lib97338,0
NC_038306.1,lib97339,0
NC_038306.1,lib97340,0
NC_038306.1,lib97341,0
NC_038306.1,lib97342,0
NC_038306.1,lib97343,0
NC_038306.1,lib97344,0
NC_038306.1,lib97345,0
NC_038306.1,lib97346,0
NC_038306.1,lib97347,0
NC_038306.1,lib97348,0
NC_038306.1,lib97349,0
NC_038306.1,lib97350,0
NC_038306.1,lib97351,0
NC_038306.1,lib97352,0
NC_038306.1,lib97353,0
